,Hour,Temp,Humidity,Wind,Visibility,DewTemp,SolarRad,Rainfall,Snowfall,Seasons,Holiday,FuncDay,Day,WeekDay,Month,Year,RentalCount
1965,21.0,1.1,21.0,1.6,2000.0,-18.8,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Tuesday,February,2018,415.0
1407,15.0,-1.9,23.0,4.3,2000.0,-20.3,0.7,0.0,0.0,Winter,No Holiday,Yes,28,Sunday,January,2018,217.0
535,7.0,5.1,82.0,0.7,334.0,2.2,0.0,0.0,0.0,Winter,No Holiday,Yes,23,Saturday,December,2017,99.0
2644,4.0,1.3,39.0,2.3,2000.0,-11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,21,Wednesday,March,2018,70.0
3001,1.0,9.0,62.0,1.9,2000.0,2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,5,Thursday,April,2018,373.0
3478,22.0,10.4,43.0,0.7,2000.0,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,24,Tuesday,April,2018,1215.0
3149,5.0,9.7,84.0,1.7,447.0,7.1,0.0,0.0,0.0,Spring,No Holiday,No,11,Wednesday,April,2018,0.0
5441,17.0,32.7,52.0,3.0,1872.0,21.5,1.96,0.0,0.0,Summer,No Holiday,Yes,15,Sunday,July,2018,1247.0
1434,18.0,-6.6,34.0,2.5,2000.0,-19.8,0.06,0.0,0.0,Winter,No Holiday,Yes,29,Monday,January,2018,438.0
5310,6.0,20.7,97.0,0.9,2000.0,20.2,0.02,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018,534.0
2777,17.0,17.1,31.0,3.3,1075.0,-0.1,1.33,0.0,0.0,Spring,No Holiday,Yes,26,Monday,March,2018,925.0
1221,21.0,2.1,48.0,2.8,346.0,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Saturday,January,2018,220.0
7718,14.0,18.7,39.0,1.3,2000.0,4.4,1.66,0.0,0.0,Autumn,No Holiday,Yes,18,Thursday,October,2018,1122.0
3244,4.0,6.0,84.0,1.7,951.0,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,15,Sunday,April,2018,110.0
2794,10.0,13.9,40.0,0.8,586.0,0.5,1.6,0.0,0.0,Spring,No Holiday,Yes,27,Tuesday,March,2018,462.0
3908,20.0,15.7,97.0,0.3,343.0,15.2,0.0,1.0,0.0,Spring,No Holiday,Yes,12,Saturday,May,2018,29.0
1867,19.0,0.6,59.0,2.3,1939.0,-6.5,0.0,0.0,0.0,Winter,Holiday,Yes,16,Friday,February,2018,126.0
1454,14.0,-1.1,46.0,2.1,1437.0,-11.2,0.72,0.0,0.0,Winter,No Holiday,Yes,30,Tuesday,January,2018,238.0
3580,4.0,10.3,63.0,0.7,1277.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,29,Sunday,April,2018,183.0
3826,10.0,16.1,43.0,1.4,1985.0,3.5,2.41,0.0,0.0,Spring,No Holiday,Yes,9,Wednesday,May,2018,954.0
3341,5.0,7.9,59.0,1.4,1005.0,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes,19,Thursday,April,2018,153.0
473,17.0,-0.9,70.0,1.1,299.0,-5.6,0.02,0.0,2.2,Winter,No Holiday,Yes,20,Wednesday,December,2017,237.0
6449,17.0,23.5,58.0,1.2,2000.0,14.7,0.52,0.0,0.0,Summer,No Holiday,Yes,26,Sunday,August,2018,1399.0
1820,20.0,2.8,29.0,2.8,1473.0,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,14,Wednesday,February,2018,262.0
7008,0.0,21.0,66.0,0.4,2000.0,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,19,Wednesday,September,2018,0.0
881,17.0,1.1,31.0,1.7,1989.0,-14.1,0.26,0.0,0.0,Winter,No Holiday,Yes,6,Saturday,January,2018,354.0
51,3.0,3.4,71.0,1.6,1011.0,-1.3,0.0,0.5,0.0,Winter,No Holiday,Yes,3,Sunday,December,2017,117.0
1840,16.0,3.2,16.0,3.0,2000.0,-20.2,1.45,0.0,0.0,Winter,Holiday,Yes,15,Thursday,February,2018,273.0
4714,10.0,22.0,56.0,1.5,1989.0,12.8,1.91,0.0,0.0,Summer,No Holiday,Yes,15,Friday,June,2018,1004.0
4367,23.0,20.5,62.0,2.2,1903.0,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,31,Thursday,May,2018,1343.0
5884,4.0,31.0,73.0,0.5,990.0,25.5,0.0,0.0,0.0,Summer,No Holiday,Yes,3,Friday,August,2018,236.0
5533,13.0,32.6,47.0,2.7,1641.0,19.8,3.36,0.0,0.0,Summer,No Holiday,Yes,19,Thursday,July,2018,798.0
469,13.0,-1.3,43.0,1.0,1777.0,-12.3,0.8,0.0,1.7,Winter,No Holiday,Yes,20,Wednesday,December,2017,228.0
2516,20.0,10.5,97.0,1.8,372.0,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,15,Thursday,March,2018,533.0
6299,11.0,31.2,45.0,1.9,1810.0,17.8,2.72,0.0,0.0,Summer,No Holiday,Yes,20,Monday,August,2018,766.0
6357,21.0,33.1,46.0,2.7,2000.0,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,22,Wednesday,August,2018,1807.0
2847,15.0,20.8,42.0,3.1,576.0,7.4,2.1,0.0,0.0,Spring,No Holiday,Yes,29,Thursday,March,2018,781.0
2275,19.0,5.8,53.0,1.7,2000.0,-3.0,0.02,0.0,0.0,Spring,No Holiday,Yes,5,Monday,March,2018,782.0
247,7.0,-6.0,39.0,3.1,1996.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,11,Monday,December,2017,325.0
70,22.0,4.3,89.0,1.8,201.0,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Sunday,December,2017,350.0
1858,10.0,-1.3,32.0,1.5,1933.0,-15.9,1.24,0.0,0.0,Winter,Holiday,Yes,16,Friday,February,2018,78.0
1731,3.0,-7.2,43.0,2.0,2000.0,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,11,Sunday,February,2018,58.0
8095,7.0,5.2,79.0,1.3,894.0,1.8,0.0,0.0,0.0,Autumn,No Holiday,No,3,Saturday,November,2018,0.0
865,1.0,-4.8,54.0,1.2,1219.0,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Saturday,January,2018,222.0
761,17.0,1.8,33.0,3.3,1913.0,-12.8,0.18,0.0,0.0,Winter,Holiday,Yes,1,Monday,January,2018,271.0
5505,9.0,27.2,59.0,0.4,948.0,18.4,1.18,0.0,0.0,Summer,No Holiday,Yes,18,Wednesday,July,2018,982.0
8510,14.0,12.3,16.0,2.5,1797.0,-12.8,1.69,0.0,0.0,Autumn,No Holiday,Yes,20,Tuesday,November,2018,790.0
8303,23.0,6.3,62.0,0.0,1993.0,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11,Sunday,November,2018,554.0
2312,8.0,2.6,63.0,1.6,1857.0,-3.7,0.14,0.0,0.0,Spring,No Holiday,Yes,7,Wednesday,March,2018,1032.0
3107,11.0,7.5,54.0,0.9,1013.0,-1.2,2.49,0.0,0.0,Spring,No Holiday,Yes,9,Monday,April,2018,644.0
8283,3.0,7.1,85.0,0.7,329.0,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,11,Sunday,November,2018,314.0
7107,3.0,15.8,70.0,0.8,2000.0,10.3,0.0,0.0,0.0,Autumn,Holiday,Yes,23,Sunday,September,2018,334.0
425,17.0,0.4,84.0,0.8,317.0,-1.9,0.15,0.0,2.7,Winter,No Holiday,Yes,18,Monday,December,2017,175.0
188,20.0,-3.3,34.0,1.5,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Friday,December,2017,384.0
4303,7.0,19.9,63.0,1.1,934.0,12.6,0.24,0.0,0.0,Spring,No Holiday,Yes,29,Tuesday,May,2018,1427.0
4205,5.0,14.3,75.0,0.6,635.0,9.9,0.0,0.0,0.0,Spring,No Holiday,Yes,25,Friday,May,2018,201.0
228,12.0,2.3,88.0,0.3,245.0,0.5,0.28,0.0,3.1,Winter,No Holiday,Yes,10,Sunday,December,2017,119.0
4438,22.0,23.0,38.0,1.2,1996.0,7.9,0.0,0.0,0.0,Summer,No Holiday,Yes,3,Sunday,June,2018,1741.0
7572,12.0,14.7,38.0,1.0,1884.0,0.5,2.55,0.0,0.0,Autumn,No Holiday,Yes,12,Friday,October,2018,1073.0
693,21.0,1.0,77.0,1.5,297.0,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes,29,Friday,December,2017,282.0
1041,9.0,-6.3,76.0,0.6,330.0,-9.8,0.05,0.2,0.4,Winter,No Holiday,Yes,13,Saturday,January,2018,102.0
5165,5.0,24.2,86.0,0.2,2000.0,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018,316.0
6886,22.0,22.8,70.0,1.0,2000.0,17.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,13,Thursday,September,2018,1713.0
624,0.0,-7.9,37.0,2.2,2000.0,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,27,Wednesday,December,2017,133.0
8001,9.0,3.7,49.0,1.9,1961.0,-6.0,0.89,0.0,0.0,Autumn,No Holiday,Yes,30,Tuesday,October,2018,982.0
3379,19.0,22.9,35.0,1.8,714.0,6.6,0.22,0.0,0.0,Spring,No Holiday,Yes,20,Friday,April,2018,1578.0
4606,22.0,21.5,55.0,1.8,2000.0,12.0,0.0,0.0,0.0,Summer,No Holiday,Yes,10,Sunday,June,2018,1634.0
1905,9.0,-4.1,30.0,0.5,2000.0,-19.1,0.28,0.0,0.0,Winter,No Holiday,Yes,18,Sunday,February,2018,137.0
7362,18.0,21.5,43.0,1.8,2000.0,8.3,0.26,0.0,0.0,Autumn,Holiday,Yes,3,Wednesday,October,2018,2235.0
801,9.0,-6.8,44.0,1.7,1858.0,-17.0,0.16,0.0,0.0,Winter,No Holiday,Yes,3,Wednesday,January,2018,342.0
1487,23.0,-4.7,53.0,1.3,2000.0,-12.8,0.0,0.0,1.6,Winter,No Holiday,Yes,31,Wednesday,January,2018,132.0
7031,23.0,20.4,57.0,0.9,2000.0,11.5,0.0,0.0,0.0,Autumn,No Holiday,No,19,Wednesday,September,2018,0.0
6658,10.0,23.1,73.0,3.1,2000.0,17.9,2.24,0.0,0.0,Autumn,No Holiday,Yes,4,Tuesday,September,2018,822.0
4692,12.0,21.2,75.0,0.7,876.0,16.5,1.07,0.0,0.0,Summer,No Holiday,Yes,14,Thursday,June,2018,945.0
2944,16.0,23.0,47.0,4.1,1417.0,11.0,2.0,0.0,0.0,Spring,No Holiday,Yes,2,Monday,April,2018,1218.0
8064,0.0,7.2,64.0,1.0,1639.0,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,2,Friday,November,2018,642.0
1128,0.0,3.5,62.0,0.4,382.0,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes,17,Wednesday,January,2018,204.0
6379,19.0,30.0,59.0,2.2,1970.0,21.1,0.01,0.0,0.0,Summer,No Holiday,Yes,23,Thursday,August,2018,582.0
4639,7.0,17.1,77.0,1.5,1748.0,13.0,0.49,0.0,0.0,Summer,No Holiday,Yes,12,Tuesday,June,2018,1573.0
4011,3.0,21.8,98.0,0.6,113.0,21.4,0.0,2.5,0.0,Spring,No Holiday,Yes,17,Thursday,May,2018,38.0
6410,2.0,22.9,82.0,2.1,1829.0,19.6,0.0,0.0,0.0,Summer,No Holiday,Yes,25,Saturday,August,2018,708.0
58,10.0,4.4,89.0,2.2,257.0,2.7,0.24,0.0,0.0,Winter,No Holiday,Yes,3,Sunday,December,2017,200.0
2884,4.0,10.4,73.0,1.7,801.0,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,31,Saturday,March,2018,163.0
6815,23.0,20.8,51.0,1.7,2000.0,10.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,10,Monday,September,2018,1223.0
7457,17.0,19.4,32.0,3.2,2000.0,2.2,0.63,0.0,0.0,Autumn,No Holiday,Yes,7,Sunday,October,2018,2255.0
3044,20.0,4.3,59.0,4.6,991.0,-3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,6,Friday,April,2018,508.0
5041,1.0,22.0,96.0,0.1,387.0,21.3,0.0,0.1,0.0,Summer,No Holiday,Yes,29,Friday,June,2018,460.0
1155,3.0,3.6,74.0,1.7,273.0,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,18,Thursday,January,2018,95.0
4750,22.0,22.8,69.0,1.7,1656.0,16.8,0.0,0.0,0.0,Summer,No Holiday,Yes,16,Saturday,June,2018,1995.0
8400,0.0,7.8,57.0,0.3,792.0,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,16,Friday,November,2018,683.0
96,0.0,-6.1,42.0,2.6,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Tuesday,December,2017,216.0
5648,8.0,29.9,59.0,0.8,1727.0,21.0,1.03,0.0,0.0,Summer,No Holiday,Yes,24,Tuesday,July,2018,1820.0
960,0.0,-5.2,82.0,0.8,152.0,-7.7,0.0,0.5,0.5,Winter,No Holiday,Yes,10,Wednesday,January,2018,61.0
326,14.0,-2.7,28.0,0.7,1857.0,-18.7,0.65,0.0,0.0,Winter,No Holiday,Yes,14,Thursday,December,2017,294.0
3297,9.0,12.0,39.0,0.6,1386.0,-1.5,1.44,0.0,0.0,Spring,No Holiday,Yes,17,Tuesday,April,2018,1013.0
1632,0.0,-12.3,47.0,0.4,1848.0,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018,116.0
877,13.0,0.9,28.0,2.4,1895.0,-15.6,1.18,0.0,0.0,Winter,No Holiday,Yes,6,Saturday,January,2018,356.0
4180,4.0,11.7,64.0,1.6,1578.0,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,24,Thursday,May,2018,161.0
6719,23.0,23.9,71.0,4.7,1982.0,18.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,6,Thursday,September,2018,562.0
156,12.0,3.7,65.0,2.4,833.0,-2.2,0.98,0.0,0.3,Winter,No Holiday,Yes,7,Thursday,December,2017,431.0
2531,11.0,8.2,45.0,2.4,1992.0,-3.0,2.38,0.0,0.0,Spring,No Holiday,Yes,16,Friday,March,2018,557.0
5260,4.0,18.4,57.0,1.1,2000.0,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018,277.0
2876,20.0,14.3,63.0,2.6,936.0,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes,30,Friday,March,2018,1045.0
2471,23.0,13.4,81.0,2.6,958.0,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,13,Tuesday,March,2018,572.0
4215,15.0,25.1,25.0,2.7,1959.0,3.6,2.2,0.0,0.0,Spring,No Holiday,Yes,25,Friday,May,2018,1306.0
7373,5.0,13.2,73.0,0.9,1857.0,8.4,0.0,0.0,0.0,Autumn,No Holiday,No,4,Thursday,October,2018,0.0
5955,3.0,28.6,81.0,1.1,1105.0,25.0,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Monday,August,2018,219.0
7870,22.0,11.6,71.0,0.2,1858.0,6.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,24,Wednesday,October,2018,1281.0
7877,5.0,7.8,85.0,0.9,1542.0,5.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,25,Thursday,October,2018,193.0
3381,21.0,19.2,50.0,1.5,842.0,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,20,Friday,April,2018,1213.0
4122,18.0,21.6,48.0,2.5,1884.0,10.1,0.61,0.0,0.0,Spring,No Holiday,Yes,21,Monday,May,2018,3069.0
2705,17.0,11.2,27.0,3.5,1585.0,-7.1,1.19,0.0,0.0,Spring,No Holiday,Yes,23,Friday,March,2018,1108.0
4395,3.0,18.9,63.0,1.5,1007.0,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,2,Saturday,June,2018,475.0
4284,12.0,26.3,44.0,1.8,2000.0,13.0,3.24,0.0,0.0,Spring,No Holiday,Yes,28,Monday,May,2018,1139.0
8597,5.0,3.2,27.0,1.6,2000.0,-14.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,24,Saturday,November,2018,95.0
847,7.0,-5.3,53.0,1.1,1300.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Friday,January,2018,327.0
7191,15.0,24.7,35.0,1.2,2000.0,8.1,2.28,0.0,0.0,Autumn,No Holiday,Yes,26,Wednesday,September,2018,2170.0
8513,17.0,9.8,28.0,2.4,1983.0,-7.8,0.29,0.0,0.0,Autumn,No Holiday,Yes,20,Tuesday,November,2018,1269.0
756,12.0,1.5,20.0,2.8,1992.0,-19.0,1.03,0.0,0.0,Winter,Holiday,Yes,1,Monday,January,2018,225.0
4417,1.0,19.2,57.0,0.8,1985.0,10.4,0.0,0.0,0.0,Summer,No Holiday,Yes,3,Sunday,June,2018,902.0
4958,14.0,32.3,35.0,1.8,982.0,14.8,2.71,0.0,0.0,Summer,No Holiday,Yes,25,Monday,June,2018,1016.0
4237,13.0,27.8,31.0,2.0,1326.0,9.1,3.29,0.0,0.0,Spring,No Holiday,Yes,26,Saturday,May,2018,1441.0
5702,14.0,33.0,56.0,2.5,879.0,23.0,1.33,0.0,0.0,Summer,No Holiday,Yes,26,Thursday,July,2018,706.0
2061,21.0,0.7,31.0,1.3,1923.0,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,24,Saturday,February,2018,232.0
549,21.0,5.6,77.0,0.9,212.0,1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,23,Saturday,December,2017,279.0
2602,10.0,9.1,77.0,2.7,1587.0,5.2,0.27,0.0,0.0,Spring,No Holiday,Yes,19,Monday,March,2018,292.0
7222,22.0,17.9,50.0,1.0,2000.0,7.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,27,Thursday,September,2018,1801.0
7566,6.0,5.8,67.0,1.1,2000.0,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,12,Friday,October,2018,412.0
7269,21.0,20.1,54.0,1.2,2000.0,10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,29,Saturday,September,2018,1781.0
3307,19.0,14.5,31.0,3.1,1558.0,-2.4,0.25,0.0,0.0,Spring,No Holiday,Yes,17,Tuesday,April,2018,1356.0
1259,11.0,2.4,27.0,0.9,1796.0,-14.7,0.47,0.0,0.0,Winter,No Holiday,Yes,22,Monday,January,2018,277.0
6062,14.0,35.1,44.0,1.6,2000.0,21.0,2.25,0.0,0.0,Summer,No Holiday,Yes,10,Friday,August,2018,658.0
4048,16.0,17.0,82.0,1.9,2000.0,13.8,0.84,0.0,0.0,Spring,No Holiday,Yes,18,Friday,May,2018,1182.0
7796,20.0,13.8,52.0,1.6,1341.0,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,21,Sunday,October,2018,1306.0
1024,16.0,-5.8,21.0,1.1,2000.0,-24.6,0.66,0.0,0.0,Winter,No Holiday,Yes,12,Friday,January,2018,196.0
752,8.0,-5.0,55.0,1.0,2000.0,-12.6,0.0,0.0,0.0,Winter,Holiday,Yes,1,Monday,January,2018,89.0
2272,16.0,11.0,39.0,1.2,2000.0,-2.4,1.96,0.0,0.0,Spring,No Holiday,Yes,5,Monday,March,2018,718.0
6762,18.0,25.7,38.0,1.5,2000.0,10.3,0.64,0.0,0.0,Autumn,No Holiday,Yes,8,Saturday,September,2018,2255.0
4641,9.0,21.1,60.0,0.9,1998.0,13.0,2.18,0.0,0.0,Summer,No Holiday,Yes,12,Tuesday,June,2018,1317.0
3520,16.0,21.7,23.0,2.5,1404.0,-0.3,1.97,0.0,0.0,Spring,No Holiday,Yes,26,Thursday,April,2018,1386.0
351,15.0,0.1,35.0,1.5,946.0,-13.5,0.42,0.0,0.0,Winter,No Holiday,Yes,15,Friday,December,2017,342.0
1511,23.0,-4.5,55.0,0.4,1908.0,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,1,Thursday,February,2018,143.0
3467,11.0,14.1,62.0,1.6,2000.0,6.9,1.08,0.0,0.0,Spring,No Holiday,Yes,24,Tuesday,April,2018,710.0
8754,18.0,4.7,34.0,1.9,1661.0,-9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,30,Friday,November,2018,1384.0
2420,20.0,6.7,32.0,1.9,1722.0,-8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,11,Sunday,March,2018,530.0
701,5.0,-1.2,81.0,0.8,258.0,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,30,Saturday,December,2017,52.0
2131,19.0,6.1,44.0,1.0,750.0,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,27,Tuesday,February,2018,616.0
561,9.0,4.6,94.0,0.9,90.0,3.7,0.0,6.4,0.0,Winter,Holiday,Yes,24,Sunday,December,2017,3.0
2389,13.0,8.2,42.0,3.1,1261.0,-3.9,2.66,0.0,0.0,Spring,No Holiday,Yes,10,Saturday,March,2018,757.0
6251,11.0,28.4,35.0,1.6,2000.0,11.4,2.82,0.0,0.0,Summer,No Holiday,Yes,18,Saturday,August,2018,857.0
3032,8.0,5.9,90.0,2.8,1820.0,4.3,0.32,0.0,0.0,Spring,No Holiday,Yes,6,Friday,April,2018,1235.0
2303,23.0,3.5,44.0,0.9,1905.0,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,6,Tuesday,March,2018,361.0
2354,2.0,2.8,74.0,1.2,415.0,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,9,Friday,March,2018,155.0
1047,15.0,-1.5,62.0,0.9,957.0,-7.8,0.28,0.0,0.0,Winter,No Holiday,Yes,13,Saturday,January,2018,251.0
3217,1.0,14.1,25.0,1.8,2000.0,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,513.0
414,6.0,-5.2,85.0,0.9,271.0,-7.3,0.0,0.4,1.3,Winter,No Holiday,Yes,18,Monday,December,2017,45.0
3154,10.0,13.3,51.0,4.1,1487.0,3.3,2.17,0.0,0.0,Spring,No Holiday,No,11,Wednesday,April,2018,0.0
8743,7.0,-1.2,70.0,0.8,1351.0,-5.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,30,Friday,November,2018,750.0
3077,5.0,1.3,51.0,1.6,2000.0,-7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,8,Sunday,April,2018,59.0
7726,22.0,11.6,61.0,0.2,2000.0,4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,18,Thursday,October,2018,1302.0
7267,19.0,22.5,43.0,0.4,2000.0,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,29,Saturday,September,2018,2021.0
7792,16.0,20.2,24.0,2.5,1881.0,-1.0,1.31,0.0,0.0,Autumn,No Holiday,Yes,21,Sunday,October,2018,1976.0
3519,15.0,21.9,23.0,2.6,1463.0,-0.1,2.66,0.0,0.0,Spring,No Holiday,Yes,26,Thursday,April,2018,1227.0
7048,16.0,19.5,75.0,2.1,2000.0,14.9,0.38,0.0,0.0,Autumn,No Holiday,Yes,20,Thursday,September,2018,912.0
7636,4.0,11.0,82.0,0.1,951.0,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,15,Monday,October,2018,152.0
1583,23.0,-10.3,48.0,2.0,2000.0,-19.2,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018,77.0
1412,20.0,-7.0,30.0,2.8,2000.0,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,28,Sunday,January,2018,113.0
2473,1.0,13.7,73.0,2.2,1182.0,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Wednesday,March,2018,309.0
8042,2.0,4.4,64.0,1.4,2000.0,-1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,Thursday,November,2018,362.0
2609,17.0,8.5,59.0,2.7,1927.0,0.9,0.16,0.0,0.0,Spring,No Holiday,Yes,19,Monday,March,2018,605.0
1507,19.0,-1.8,32.0,1.5,2000.0,-16.3,0.0,0.0,0.0,Winter,No Holiday,Yes,1,Thursday,February,2018,344.0
3994,10.0,22.8,95.0,1.7,176.0,21.9,0.05,1.0,0.0,Spring,No Holiday,Yes,16,Wednesday,May,2018,81.0
7784,8.0,7.9,67.0,1.1,1210.0,2.1,0.28,0.0,0.0,Autumn,No Holiday,Yes,21,Sunday,October,2018,534.0
1321,1.0,-16.1,42.0,2.2,2000.0,-26.0,0.0,0.0,0.7,Winter,No Holiday,Yes,25,Thursday,January,2018,68.0
842,2.0,-5.3,52.0,1.6,1481.0,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Friday,January,2018,118.0
1146,18.0,5.2,62.0,2.9,503.0,-1.5,0.01,0.0,0.0,Winter,No Holiday,Yes,17,Wednesday,January,2018,501.0
2492,20.0,17.2,60.0,2.5,1993.0,9.3,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Wednesday,March,2018,1275.0
7551,15.0,13.0,39.0,3.7,2000.0,-0.6,1.09,0.0,0.0,Autumn,No Holiday,Yes,11,Thursday,October,2018,1054.0
463,7.0,-8.1,67.0,0.9,1737.0,-13.1,0.0,0.0,2.0,Winter,No Holiday,Yes,20,Wednesday,December,2017,213.0
7619,11.0,16.2,41.0,1.0,878.0,2.9,2.11,0.0,0.0,Autumn,No Holiday,Yes,14,Sunday,October,2018,1056.0
6778,10.0,22.9,45.0,1.5,2000.0,10.3,2.1,0.0,0.0,Autumn,No Holiday,Yes,9,Sunday,September,2018,928.0
8275,19.0,12.1,67.0,1.5,430.0,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,10,Saturday,November,2018,957.0
6579,3.0,21.6,87.0,0.3,1579.0,19.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,Saturday,September,2018,514.0
3570,18.0,18.9,30.0,2.6,1995.0,0.9,1.05,0.0,0.0,Spring,No Holiday,Yes,28,Saturday,April,2018,1882.0
378,18.0,-5.3,28.0,3.5,2000.0,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,16,Saturday,December,2017,212.0
6273,9.0,26.3,50.0,0.7,1980.0,15.0,1.28,0.0,0.0,Summer,No Holiday,Yes,19,Sunday,August,2018,645.0
1335,15.0,-9.7,28.0,3.7,2000.0,-24.8,1.0,0.0,0.5,Winter,No Holiday,Yes,25,Thursday,January,2018,130.0
1223,23.0,0.8,53.0,1.7,382.0,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Saturday,January,2018,164.0
2214,6.0,0.5,42.0,0.9,1543.0,-10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,3,Saturday,March,2018,71.0
7066,10.0,18.4,96.0,2.0,1124.0,17.7,0.32,1.0,0.0,Autumn,No Holiday,Yes,21,Friday,September,2018,78.0
6020,20.0,31.0,66.0,2.9,1857.0,23.8,0.02,0.0,0.0,Summer,No Holiday,Yes,8,Wednesday,August,2018,1822.0
4075,19.0,22.6,34.0,1.5,2000.0,5.9,0.51,0.0,0.0,Spring,No Holiday,Yes,19,Saturday,May,2018,2140.0
1811,11.0,6.3,67.0,3.5,1179.0,0.6,0.52,0.0,0.0,Winter,No Holiday,Yes,14,Wednesday,February,2018,288.0
3535,7.0,10.1,63.0,0.7,1163.0,3.3,0.22,0.0,0.0,Spring,No Holiday,Yes,27,Friday,April,2018,1129.0
5187,3.0,23.5,81.0,0.9,878.0,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018,376.0
1894,22.0,-2.7,42.0,2.2,2000.0,-13.8,0.0,0.0,0.0,Winter,Holiday,Yes,17,Saturday,February,2018,123.0
5071,7.0,22.5,86.0,0.6,299.0,20.0,0.07,0.0,0.0,Summer,No Holiday,Yes,30,Saturday,June,2018,468.0
